date,Sessions,Page_Views,New_Visitors,Hits,Time_onsite(minutes),bounces_offsite,Revenue(Rs/.),Total_Revenues,is_direct,is_mobile,Session_qual,Avg_session_duration(minutes),Bounce_Rate(%age),Conversion_Rate(%age),Channel
2020-08-18,1,6,1,1,6,0,0.0,0.0,0,0,0,6,0.0,0,Organic Search
2020-08-18,1,12,1,1,2,0,0.0,0.0,1,0,0,2,0.0,0,Referral
2020-08-18,1,4,1,1,5,0,0.0,0.0,0,1,0,5,0.0,0,Organic Search
2020-08-18,1,6,1,1,9,0,0.0,0.0,0,0,0,9,0.0,0,Organic Search
2020-08-18,1,3,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,12,1,1,7,0,0.0,0.0,0,1,0,7,0.0,0,Direct
2020-08-18,1,3,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Organic Search
2020-08-18,1,10,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,4,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-18,1,4,1,1,3,0,0.0,0.0,0,1,0,3,0.0,0,Organic Search
2020-08-18,1,5,1,1,24,0,0.0,0.0,0,0,0,24,0.0,0,Organic Search
2020-08-18,1,6,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-18,1,2,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-18,3,4,0,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-18,1,7,1,1,3,0,0.0,0.0,0,1,0,3,0.0,0,Direct
2020-08-18,1,10,1,1,14,0,0.0,0.0,0,0,0,14,0.0,0,Organic Search
2020-08-18,1,7,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,8,1,1,4,0,0.0,0.0,0,0,0,4,0.0,0,Organic Search
2020-08-18,1,7,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,4,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Direct
2020-08-18,1,21,1,1,11,0,0.0,0.0,0,0,0,11,0.0,0,Organic Search
2020-08-18,1,4,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-18,1,3,1,1,1,0,0.0,0.0,0,1,0,1,0.0,0,Affiliates
2020-08-18,1,6,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,5,1,1,2,0,0.0,0.0,1,0,0,2,0.0,0,Organic Search
2020-08-18,1,3,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Organic Search
2020-08-18,1,22,1,1,26,0,2050.0,2450.0,0,0,0,26,0.0,100.0,Organic Search
2020-08-18,1,2,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-18,1,8,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Referral
2020-08-18,2,4,0,1,5,0,0.0,0.0,1,0,0,3,0.0,0,Organic Search
2020-08-18,1,4,1,1,3,0,0.0,0.0,0,1,0,3,0.0,0,Organic Search
2020-08-18,1,5,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Direct
2020-08-18,6,21,0,1,16,0,0.0,0.0,1,0,0,3,0.0,0,Referral
2020-08-18,1,10,1,1,5,0,0.0,0.0,0,0,0,5,0.0,0,Affiliates
2020-08-18,1,11,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Referral
2020-08-18,1,3,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,16,1,1,8,0,0.0,0.0,1,1,0,8,0.0,0,Organic Search
2020-08-18,1,8,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,2,4,0,1,2,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-18,1,6,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,10,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Referral
2020-08-18,58,6,0,1,2,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,1,11,1,1,5,0,0.0,0.0,0,0,0,5,0.0,0,Organic Search
2020-08-18,3,4,0,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,4,1,1,2,0,0.0,0.0,1,1,0,2,0.0,0,Organic Search
2020-08-18,1,11,1,1,7,0,0.0,0.0,0,1,0,7,0.0,0,Organic Search
2020-08-18,1,4,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Direct
2020-08-18,1,8,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Direct
2020-08-18,1,3,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-18,5,5,0,1,2,0,0.0,0.0,1,0,0,1,0.0,0,Referral
2020-08-18,2,4,0,1,2,0,0.0,0.0,0,1,0,1,0.0,0,Organic Search
2020-08-18,21,7,0,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,3,5,0,1,2,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,5,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,4,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Organic Search
2020-08-18,1,3,1,1,6,0,0.0,0.0,1,0,0,6,0.0,0,Organic Search
2020-08-18,1,13,1,1,5,0,0.0,0.0,0,0,0,5,0.0,0,Organic Search
2020-08-18,1,28,1,1,48,0,0.0,0.0,0,0,0,48,0.0,0,Organic Search
2020-08-18,1,5,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,26,1,1,41,0,0.0,0.0,0,0,0,41,0.0,0,Organic Search
2020-08-18,3,5,0,1,2,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,6,4,0,1,3,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,1,6,1,1,2,0,0.0,0.0,1,0,0,2,0.0,0,Organic Search
2020-08-18,1,6,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Organic Search
2020-08-18,1,3,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Affiliates
2020-08-18,1,3,1,1,1,0,0.0,0.0,1,1,0,1,0.0,0,Direct
2020-08-18,1,8,1,1,2,0,0.0,0.0,0,1,0,2,0.0,0,Organic Search
2020-08-18,1,38,1,1,9,0,0.0,0.0,0,0,0,9,0.0,0,Organic Search
2020-08-18,1,26,1,1,8,0,0.0,0.0,1,0,0,8,0.0,0,Organic Search
2020-08-18,1,4,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,2,2,0,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-18,6,5,0,1,2,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,1,12,1,1,5,0,0.0,0.0,0,0,0,5,0.0,0,Organic Search
2020-08-18,3,5,0,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,1,5,1,1,2,0,0.0,0.0,0,0,0,2,0.0,0,Affiliates
2020-08-18,1,19,1,1,7,0,0.0,0.0,0,0,0,7,0.0,0,Organic Search
2020-08-18,1,10,1,1,13,0,0.0,0.0,0,0,0,13,0.0,0,Organic Search
2020-08-18,1,7,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,6,1,1,5,0,0.0,0.0,0,0,0,5,0.0,0,Organic Search
2020-08-18,1,2,1,1,1,0,0.0,0.0,0,1,0,1,0.0,0,Organic Search
2020-08-18,1,4,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,11,5,0,1,4,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,3,33,0,1,15,0,0.0,0.0,1,1,0,5,0.0,0,Organic Search
2020-08-18,6,5,0,1,2,0,0.0,0.0,1,0,0,1,0.0,0,Direct
2020-08-18,1,2,1,1,1,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-18,1,4,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,2,6,0,1,2,0,0.0,0.0,1,1,0,1,0.0,0,Organic Search
2020-08-18,1,1,1,1,1,0,0.0,0.0,0,1,0,1,0.27,0,Organic Search
2020-08-18,1,12,1,1,17,0,0.0,0.0,0,0,0,17,0.0,0,Direct
2020-08-18,1,4,1,1,3,0,0.0,0.0,0,1,0,3,0.0,0,Organic Search
2020-08-18,1,3,1,1,1,0,0.0,0.0,1,0,0,1,0.0,0,Organic Search
2020-08-18,1,10,1,1,7,0,0.0,0.0,0,0,0,7,0.0,0,Affiliates
2020-08-18,1,5,1,1,1,0,0.0,0.0,0,0,0,1,0.0,0,Organic Search
2020-08-18,1,18,1,1,9,0,0.0,0.0,0,0,0,9,0.0,0,Organic Search
2020-08-18,1,68,1,1,56,0,0.0,0.0,0,0,0,56,0.0,0,Organic Search
2020-08-18,1,6,1,1,3,0,0.0,0.0,0,0,0,3,0.0,0,Direct
2020-08-18,1,5,1,1,4,0,0.0,0.0,0,1,0,4,0.0,0,Organic Search
2020-08-18,1,10,1,1,5,0,0.0,0.0,0,1,0,5,0.0,0,Organic Search
2020-08-18,1,1,1,1,2,1,0.0,0.0,1,0,0,2,0.27,0,Organic Search
2020-08-18,33,1,0,1,2,1,0.0,0.0,1,0,0,1,0.27,0,Affiliates
2020-08-18,1,1,1,1,2,1,0.0,0.0,1,1,0,2,0.27,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,27,2,1,0.0,0.0,1,0,0,2,1.0,0,Social
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Social
2020-08-19,9,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,0,0,0,1,1.0,0,Referral
2020-08-19,1,1,1,6,2,1,0.0,0.0,1,0,0,2,1.0,0,Social
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,4,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,13,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,10,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,11,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,14,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,3,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,12,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,12,2,1,0.0,0.0,0,0,0,1,1.0,0,Display
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,56,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,10,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,3,2,1,0.0,0.0,1,0,0,1,1.0,0,Referral
2020-08-19,1,1,1,7,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,12,2,1,0.0,0.0,1,0,0,1,1.0,0,Paid Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,1,0,0,2,1.0,0,Referral
2020-08-19,4,1,0,3,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,9,1,0,7,2,1,0.0,0.0,1,0,0,1,1.0,0,Referral
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,1,1,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,1,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Referral
2020-08-19,2,1,0,27,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,4,1,0,48,2,1,0.0,0.0,0,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Referral
2020-08-19,1,1,1,14,2,1,0.0,0.0,0,1,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,22,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,46,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,1,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Display
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Social
2020-08-19,1,1,1,13,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,25,1,0,7,2,1,0.0,0.0,1,0,0,1,1.0,0,Direct
2020-08-19,1,1,1,24,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,5,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,3,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Direct
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,1,0,2,1.0,0,Referral
2020-08-19,1,1,1,11,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,3,1,0,7,2,1,0.0,0.0,1,1,0,1,1.0,0,Referral
2020-08-19,1,1,1,35,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,16,2,1,0.0,0.0,1,0,0,1,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,25,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,12,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,7,2,1,0.0,0.0,1,1,0,1,1.0,0,Direct
2020-08-19,10,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,2,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,9,1,0,15,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,2,1,0,12,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,40,2,1,0.0,0.0,0,0,0,2,1.0,0,Paid Search
2020-08-19,3,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,3,1,0,21,2,1,0.0,0.0,0,0,0,1,1.0,0,Display
2020-08-19,1,1,1,3,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,13,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,7,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Referral
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,1,1,0,2,1.0,0,Referral
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,1,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,1,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,20,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,13,2,1,0.0,0.0,0,0,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,11,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Referral
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,12,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,0,0,2,1.0,0,Referral
2020-08-19,1,1,1,11,2,1,0.0,0.0,0,0,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,18,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,12,2,1,0.0,0.0,0,0,0,2,1.0,0,Display
2020-08-19,1,1,1,3,2,1,0.0,0.0,1,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,25,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,3,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,1,0,1,1.0,0,Social
2020-08-19,1,1,1,9,2,1,0.0,0.0,0,1,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,1,0,2,1.0,0,Paid Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,11,1,0,5,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,4,1,0,5,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,19,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,4,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,3,1,0,57,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Referral
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,14,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,3,1,0,5,2,1,0.0,0.0,1,0,0,1,1.0,0,Display
2020-08-19,1,1,1,5,2,1,0.0,0.0,1,0,0,2,1.0,0,Referral
2020-08-19,11,1,0,30,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,12,2,1,0.0,0.0,1,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,8,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,3,1,0,6,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,2,1,0,5,2,1,0.0,0.0,1,0,0,1,1.0,0,Organic Search
2020-08-19,2,1,0,7,2,1,0.0,0.0,1,0,0,1,1.0,0,Direct
2020-08-19,1,1,1,20,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,5,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,4,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,6,2,1,0.0,0.0,1,1,0,1,1.0,0,Organic Search
2020-08-19,1,1,1,9,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,17,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Referral
2020-08-19,1,1,1,11,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,2,2,1,0.0,0.0,0,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,2,1,0,5,2,1,0.0,0.0,1,0,0,1,1.0,0,Social
2020-08-19,1,1,1,15,2,1,0.0,0.0,1,1,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,7,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,8,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,29,2,1,0.0,0.0,0,0,0,2,1.0,0,Direct
2020-08-19,1,1,1,11,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-19,1,1,1,6,2,1,0.0,0.0,0,0,0,2,1.0,0,Organic Search
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,1,0,2,0.98,0,Referral
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,1,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,4,2,1,0.0,0.0,0,0,0,2,0.98,0,Referral
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,1,0,2,0.98,0,Referral
2020-08-20,1,1,1,4,2,1,0.0,0.0,0,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,2,1,0,8,2,1,0.0,0.0,0,0,0,1,0.98,0,Organic Search
2020-08-20,2,1,0,8,2,1,0.0,0.0,1,1,0,1,0.98,0,Organic Search
2020-08-20,4,1,0,8,2,1,0.0,0.0,1,0,0,1,0.98,0,Organic Search
2020-08-20,1,1,1,8,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,6,2,1,0.0,0.0,1,1,0,2,0.98,0,Organic Search
2020-08-20,8,1,0,9,2,1,0.0,0.0,1,0,0,1,0.98,0,Organic Search
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,1,0,2,0.98,0,Direct
2020-08-20,1,1,1,5,2,1,0.0,0.0,1,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,4,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,1,2,1,0.0,0.0,0,1,0,2,0.98,0,Direct
2020-08-20,1,1,1,1,2,1,0.0,0.0,0,1,0,2,0.98,0,Direct
2020-08-20,1,1,1,7,2,1,0.0,0.0,0,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,7,2,1,0.0,0.0,1,1,0,2,0.98,0,Organic Search
2020-08-20,2,1,0,11,2,1,0.0,0.0,1,0,0,1,0.98,0,Referral
2020-08-20,1,1,1,5,2,1,0.0,0.0,0,0,0,2,0.98,0,Referral
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,0,0,2,0.98,0,Direct
2020-08-20,1,1,1,1,2,1,0.0,0.0,1,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,7,2,1,0.0,0.0,1,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,8,2,1,0.0,0.0,0,0,0,2,0.98,0,Affiliates
2020-08-20,1,1,1,7,2,1,0.0,0.0,0,1,0,2,0.98,0,Referral
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,2,1,0,4,2,1,0.0,0.0,1,0,0,1,0.98,0,Direct
2020-08-20,1,1,1,4,2,1,0.0,0.0,0,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,2,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,4,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
2020-08-20,3,1,0,11,2,1,0.0,0.0,1,0,0,1,0.98,0,Direct
2020-08-20,1,1,1,5,2,1,0.0,0.0,0,0,0,2,0.98,0,Direct
2020-08-20,1,1,1,4,2,1,0.0,0.0,1,1,0,2,0.98,0,Direct
2020-08-20,1,1,1,2,2,1,0.0,0.0,1,1,0,2,0.98,0,Organic Search
2020-08-20,1,1,1,6,2,1,0.0,0.0,1,1,0,2,0.98,0,Organic Search
2020-08-20,6,1,0,3,2,1,0.0,0.0,1,0,0,1,0.98,0,Organic Search
2020-08-20,3,1,0,1,2,1,0.0,0.0,1,0,0,1,0.98,0,Organic Search
2020-08-20,2,1,0,9,2,1,0.0,0.0,1,1,0,1,0.98,0,Organic Search
2020-08-20,2,1,0,5,2,1,0.0,0.0,1,1,0,1,0.98,0,Organic Search
2020-08-20,1,1,1,3,2,1,0.0,0.0,0,0,0,2,0.98,0,Paid Search
2020-08-20,1,1,1,1,2,1,0.0,0.0,0,1,0,2,0.98,0,Direct
2020-08-20,1,1,1,1,2,1,0.0,0.0,0,0,0,2,0.98,0,Organic Search
